post_id,account_id,account_type,follower_count,media_type,content_category,traffic_source,has_call_to_action,post_date,post_hour,day_of_week,likes,comments,shares,saves,reach,impressions,engagement_rate,followers_gained,caption_length,hashtags_count,performance_bucket_label
IG0000201,3,brand,10018,carousel,Lifestyle,Hashtags,0,08-10-2025,13,Wednesday,126,8,6,15,2885,4298,3.61,154,139,8,medium
IG0000202,19,creator,3447,image,Fashion,Home Feed,0,10-01-2025,0,Friday,199,6,11,27,6762,8107,3,660,112,12,medium
IG0000203,20,creator,31095,reel,Comedy,Hashtags,0,27-01-2025,19,Monday,50,2,2,7,2098,2535,2.41,529,127,10,low
IG0000204,7,brand,3551,image,Lifestyle,Reels Feed,0,22-04-2025,7,Tuesday,104,0,3,12,1677,2219,5.36,70,102,16,high
IG0000205,20,creator,31095,reel,Food,Hashtags,0,14-08-2025,5,Thursday,1348,46,71,226,18086,23854,7.09,252,125,7,viral
IG0000206,9,brand,6916,reel,Fitness,Home Feed,1,28-06-2025,4,Saturday,244,10,12,37,6089,7234,4.19,104,121,5,high
IG0000207,1,brand,9461,reel,Fitness,Profile,1,30-11-2024,21,Saturday,46,1,3,6,2699,3982,1.41,625,120,11,low
IG0000208,8,brand,15986,reel,Food,External,0,02-04-2025,6,Wednesday,501,21,20,0,6373,8543,6.34,391,114,5,viral
IG0000209,7,brand,3551,reel,Photography,Explore,0,14-05-2025,0,Wednesday,222,5,13,38,4218,5043,5.51,556,114,10,high
IG0000210,18,brand,7486,image,Food,Home Feed,0,31-03-2025,12,Monday,0,4,5,26,3066,3544,0.99,332,129,4,high
IG0000211,8,creator,15986,image,Food,External,0,14-03-2025,15,Friday,104,3,5,17,3888,5060,2.55,860,122,12,medium
IG0000212,1,brand,9461,carousel,Fitness,Profile,0,25-05-2025,18,Sunday,539,16,27,78,12912,14704,4.49,241,120,8,high
IG0000213,11,creator,9044,image,Technology,Profile,1,04-09-2025,11,Thursday,410,6,23,60,7287,8900,5.61,376,109,3,high
IG0000214,18,creator,7486,reel,Fitness,External,1,30-07-2025,13,Wednesday,287,11,13,44,6421,8280,4.29,14,106,6,high
IG0000215,10,creator,4542,reel,Comedy,Profile,1,17-11-2025,14,Monday,339,8,20,46,8259,10794,3.83,496,140,7,high
IG0000216,3,creator,10018,reel,Fashion,Profile,0,08-03-2025,11,Saturday,307,9,16,58,8502,13040,2.99,746,128,7,medium
IG0000217,7,creator,3551,image,Beauty,Reels Feed,0,16-03-2025,16,Sunday,384,3,27,72,10900,14718,3.3,888,121,10,low
IG0000218,16,creator,9696,image,Technology,Hashtags,0,19-11-2025,8,Wednesday,603,21,24,102,6262,9230,8.13,913,138,12,medium
IG0000219,16,creator,9696,carousel,Travel,Profile,1,04-02-2025,3,Tuesday,574,17,30,65,10933,13024,5.27,901,139,10,high
IG0000220,20,brand,31095,carousel,Beauty,External,0,31-08-2025,17,Sunday,339,8,14,51,6157,7829,5.26,917,142,8,high
IG0000221,17,creator,15923,reel,Fashion,External,0,26-02-2025,11,Wednesday,148,0,11,18,8177,10975,1.61,287,119,8,low
IG0000222,2,creator,22291,carousel,Comedy,Home Feed,1,19-12-2024,10,Thursday,512,13,15,69,17181,23262,2.62,315,131,8,medium
IG0000223,1,creator,9461,image,Comedy,Home Feed,1,03-02-2025,20,Monday,304,13,12,55,8913,13203,2.91,838,128,11,medium
IG0000224,16,creator,9696,reel,Travel,Hashtags,0,27-08-2025,1,Wednesday,194,2,12,27,4775,7066,3.33,603,114,8,medium
IG0000225,12,brand,13798,carousel,Technology,Hashtags,0,15-02-2025,22,Saturday,66,3,3,10,2048,2940,2.79,119,126,6,medium
IG0000226,5,creator,10739,reel,Photography,Reels Feed,0,08-12-2024,19,Sunday,380,3,20,58,7648,9307,4.95,685,108,12,high
IG0000227,5,creator,10739,image,Food,Reels Feed,1,17-09-2025,20,Wednesday,174,7,9,32,5847,7096,3.13,912,136,4,medium
IG0000228,9,brand,6916,carousel,Technology,External,0,31-12-2024,13,Tuesday,38,0,3,0,3706,5767,0.71,490,114,6,low
IG0000229,9,creator,6916,carousel,Photography,Profile,0,28-08-2025,11,Thursday,308,7,22,48,4174,6098,6.31,201,133,5,viral
IG0000230,3,brand,10018,reel,Comedy,Explore,1,01-02-2025,1,Saturday,309,6,11,41,4587,5236,7.01,257,109,9,viral
IG0000231,19,creator,3447,reel,Fitness,Explore,0,14-03-2025,10,Friday,64,4,2,7,3832,6117,1.26,286,128,3,low
IG0000232,16,creator,9696,image,Fashion,Reels Feed,0,16-07-2025,4,Wednesday,326,13,14,48,4970,6096,6.58,727,113,10,viral
IG0000233,16,creator,9696,carousel,Travel,Profile,1,08-04-2025,13,Tuesday,190,9,14,27,4880,5504,4.36,724,123,9,high
IG0000234,3,creator,10018,image,Fashion,Home Feed,0,22-08-2025,14,Friday,189,3,7,24,4479,6285,3.55,773,130,4,medium
IG0000235,20,creator,31095,reel,Music,Hashtags,0,19-03-2025,19,Wednesday,488,14,26,74,7034,10109,5.96,766,119,8,viral
IG0000236,1,creator,9461,carousel,Music,Profile,1,21-02-2025,2,Friday,429,17,21,51,15424,20304,2.55,273,129,8,medium
IG0000237,20,brand,31095,reel,Technology,Home Feed,1,27-04-2025,16,Sunday,101,4,3,10,7843,8914,1.32,274,115,14,low
IG0000238,11,brand,9044,image,Comedy,External,0,13-11-2025,5,Thursday,349,8,15,43,9594,11593,3.58,193,104,7,medium
IG0000239,17,creator,15923,image,Comedy,Explore,1,15-04-2025,6,Tuesday,267,5,6,43,7786,12379,2.59,997,125,4,low
IG0000240,8,creator,15986,carousel,Food,Hashtags,1,21-10-2025,12,Tuesday,77,2,2,11,2669,3562,2.58,517,113,13,medium
IG0000241,4,brand,4972,reel,Food,Profile,1,09-09-2025,0,Tuesday,54,1,4,7,922,1332,4.95,671,143,10,high
IG0000242,6,creator,10034,carousel,Food,Reels Feed,1,19-03-2025,12,Wednesday,150,3,3,34,5639,7093,2.68,710,106,6,medium
IG0000243,8,creator,15986,image,Fitness,Home Feed,0,26-10-2025,5,Sunday,131,4,5,8,4346,4899,3.02,459,130,7,medium
IG0000244,20,creator,31095,image,Beauty,External,0,26-05-2025,16,Monday,2167,58,111,326,35562,45610,5.84,719,111,9,viral
IG0000245,3,brand,10018,carousel,Lifestyle,Reels Feed,0,04-11-2025,5,Tuesday,321,9,15,47,4533,6712,5.84,233,120,10,high
IG0000246,16,creator,9696,image,Beauty,External,0,27-09-2025,3,Saturday,438,10,17,60,10221,15335,3.42,553,135,10,medium
IG0000247,3,brand,10018,image,Fashion,External,0,26-04-2025,5,Saturday,332,10,17,47,4165,4628,8.77,622,116,4,viral
IG0000248,18,creator,7486,reel,Beauty,Home Feed,1,23-03-2025,0,Sunday,215,9,11,36,3362,4985,5.44,78,125,6,high
IG0000249,14,creator,3083,reel,Fitness,External,1,30-01-2025,0,Thursday,172,7,9,25,2236,3213,6.63,248,114,11,viral
IG0000250,18,creator,7486,image,Fashion,Explore,0,27-04-2025,18,Sunday,168,4,6,23,4578,5658,3.55,456,115,12,medium
IG0000251,2,creator,22291,reel,Beauty,Hashtags,1,15-05-2025,21,Thursday,1008,54,36,147,4789,6211,20.05,994,107,11,viral
IG0000252,3,creator,10018,image,Fitness,Home Feed,0,13-12-2024,18,Friday,462,11,9,68,26623,31139,1.77,3,99,5,low
IG0000253,16,brand,9696,reel,Lifestyle,Explore,0,29-06-2025,12,Sunday,1379,46,71,183,22022,27770,6.05,8,127,6,viral
IG0000254,9,creator,6916,carousel,Beauty,Home Feed,1,27-05-2025,6,Tuesday,52,0,2,5,2922,4027,1.47,797,123,5,low
IG0000255,4,brand,4972,reel,Fitness,Reels Feed,1,25-09-2025,10,Thursday,225,7,6,0,4329,6418,3.71,697,130,4,high
IG0000256,1,creator,9461,reel,Food,Profile,1,29-06-2025,19,Sunday,100,2,7,11,1963,2371,5.06,346,143,9,high
IG0000257,4,creator,4972,image,Comedy,Explore,1,28-07-2025,11,Monday,13,0,1,1,1303,1855,0.81,428,142,9,low
IG0000258,1,creator,9461,image,Food,Home Feed,1,30-10-2025,8,Thursday,367,7,24,54,5932,6926,6.53,544,103,14,viral
IG0000259,14,creator,3083,image,Comedy,Home Feed,0,01-12-2024,12,Sunday,46,1,3,13,1399,2219,2.84,430,132,13,medium
IG0000260,16,creator,9696,reel,Travel,Hashtags,1,09-10-2025,6,Thursday,173,10,11,23,3875,5593,3.88,651,114,5,medium
IG0000261,20,brand,31095,carousel,Travel,Profile,1,22-07-2025,19,Tuesday,149,5,5,26,3217,5107,3.62,411,122,5,medium
IG0000262,8,creator,15986,reel,Travel,Explore,1,18-08-2025,4,Monday,194,5,13,31,10793,14629,1.66,791,113,5,low
IG0000263,7,creator,3551,image,Lifestyle,External,0,31-01-2025,15,Friday,53,1,6,1,1130,1757,3.47,650,111,7,medium
IG0000264,3,creator,10018,image,Food,Home Feed,0,24-11-2024,19,Sunday,716,21,41,99,26425,33866,2.59,469,112,4,medium
IG0000265,17,brand,15923,image,Comedy,External,0,22-07-2025,17,Tuesday,413,12,31,65,6906,8462,6.16,720,122,7,viral
IG0000266,1,brand,9461,image,Fitness,Reels Feed,0,14-06-2025,11,Saturday,313,9,21,51,7635,8858,4.45,683,103,12,high
IG0000267,16,creator,9696,reel,Fashion,Hashtags,0,27-03-2025,23,Thursday,120,1,3,21,4925,5568,2.6,569,104,9,medium
IG0000268,12,creator,13798,image,Fitness,External,0,08-05-2025,21,Thursday,291,7,23,40,3828,5088,7.1,904,119,12,viral
IG0000269,19,brand,3447,image,Fashion,Hashtags,0,26-05-2025,0,Monday,201,7,17,46,5184,7878,3.44,304,121,6,medium
IG0000270,14,brand,3083,image,Music,Reels Feed,0,14-09-2025,7,Sunday,269,6,14,33,4061,5858,5.5,875,111,6,high
IG0000271,6,creator,10034,reel,Fitness,Hashtags,0,20-01-2025,3,Monday,62,2,6,13,1443,2248,3.69,731,110,3,medium
IG0000272,6,creator,10034,carousel,Beauty,External,1,22-07-2025,16,Tuesday,298,5,10,37,3916,5534,6.32,293,100,10,viral
IG0000273,13,brand,5824,carousel,Beauty,Profile,1,03-05-2025,2,Saturday,136,5,7,16,2913,3525,4.65,640,113,4,high
IG0000274,19,creator,3447,image,Technology,External,0,03-02-2025,21,Monday,153,4,6,26,2200,2474,7.64,496,111,8,viral
IG0000275,8,creator,15986,image,Food,Hashtags,0,19-07-2025,17,Saturday,435,14,31,62,6830,9985,5.43,381,116,6,high
IG0000276,2,creator,22291,image,Fashion,External,0,08-11-2025,7,Saturday,338,8,22,37,16568,20421,1.98,384,101,6,low
IG0000277,1,creator,9461,reel,Fashion,Profile,0,28-08-2025,20,Thursday,38,1,2,9,1369,2085,2.4,274,132,7,low
IG0000278,15,brand,8167,carousel,Food,Hashtags,0,08-05-2025,20,Thursday,231,5,13,42,7374,10554,2.76,604,107,8,medium
IG0000279,1,creator,9461,image,Lifestyle,Explore,1,26-07-2025,0,Saturday,191,6,13,32,3700,5802,4.17,994,101,7,medium
IG0000280,5,brand,10739,image,Technology,Profile,0,28-07-2025,8,Monday,672,27,30,69,2873,4563,17.49,663,117,6,viral
IG0000281,16,creator,9696,image,Lifestyle,Home Feed,0,20-11-2024,1,Wednesday,190,5,9,34,2571,4095,5.81,59,125,11,high
IG0000282,19,brand,3447,image,Lifestyle,Home Feed,0,31-08-2025,9,Sunday,53,4,4,7,1128,1397,4.87,28,108,5,high
IG0000283,4,creator,4972,carousel,Lifestyle,Reels Feed,1,17-01-2025,13,Friday,62,4,1,11,5530,8173,0.95,228,125,8,low
IG0000284,3,creator,10018,image,Food,Explore,0,28-11-2024,0,Thursday,468,16,26,52,6313,7660,7.34,125,124,10,viral
IG0000285,17,brand,15923,image,Lifestyle,Explore,0,13-01-2025,9,Monday,272,9,0,0,6583,7682,3.66,633,114,4,high
IG0000286,17,creator,15923,carousel,Beauty,Profile,0,12-05-2025,7,Monday,229,9,6,39,3872,5826,4.86,881,119,11,high
IG0000287,12,creator,13798,image,Travel,Hashtags,0,12-04-2025,2,Saturday,65,1,5,12,3615,5439,1.53,640,112,12,low
IG0000288,14,creator,3083,image,Music,Profile,1,26-08-2025,12,Tuesday,641,16,23,94,8204,12526,6.18,770,126,11,viral
IG0000289,6,creator,10034,image,Fashion,Explore,0,24-08-2025,2,Sunday,169,9,13,21,2882,3786,5.6,342,119,7,high
IG0000290,3,creator,10018,image,Fashion,External,0,11-06-2025,6,Wednesday,608,16,26,83,8599,11652,6.29,634,108,11,viral
IG0000291,9,brand,6916,image,Music,Reels Feed,0,26-01-2025,22,Sunday,312,8,8,37,12999,17862,2.04,643,107,13,low
IG0000292,5,creator,10739,image,Food,Profile,0,05-01-2025,22,Sunday,910,32,47,118,20041,26596,4.16,33,131,8,high
IG0000293,17,creator,15923,image,Fitness,Hashtags,0,26-07-2025,10,Saturday,93,2,4,12,1334,1900,5.84,61,96,6,viral
IG0000294,14,creator,3083,image,Food,Profile,0,23-01-2025,13,Thursday,60,2,5,10,4479,5811,1.33,434,121,6,low
IG0000295,3,creator,10018,carousel,Fashion,Explore,1,05-06-2025,6,Thursday,204,7,12,30,6227,9366,2.7,731,131,9,medium
IG0000296,1,brand,9461,reel,Fashion,Explore,0,31-12-2024,18,Tuesday,279,2,9,45,4999,7613,4.4,964,121,16,high
IG0000297,20,brand,31095,carousel,Music,Explore,0,12-07-2025,14,Saturday,629,16,37,94,15734,23825,3.26,938,131,7,medium
IG0000298,1,creator,9461,image,Lifestyle,Reels Feed,0,16-07-2025,7,Wednesday,148,6,13,16,5713,7959,2.3,64,141,10,low
IG0000299,3,creator,10018,image,Food,Reels Feed,0,01-04-2025,0,Tuesday,73,2,6,19,3486,5149,1.94,522,122,8,low
IG0000300,18,creator,7486,reel,Comedy,Reels Feed,1,15-07-2025,2,Tuesday,109,3,5,0,4072,6467,1.81,612,148,11,low
IG0000301,10,creator,4542,carousel,Music,External,1,01-03-2025,7,Saturday,194,7,15,42,2546,3086,8.36,843,111,4,viral
IG0000302,3,creator,10018,reel,Beauty,Hashtags,1,10-03-2025,12,Monday,327,6,14,56,4450,7077,5.69,475,108,7,high
IG0000303,8,creator,15986,carousel,Fashion,External,0,24-10-2025,17,Friday,123,2,0,22,2854,3511,4.19,464,116,11,high
IG0000304,14,creator,3083,carousel,Music,Hashtags,0,09-12-2024,6,Monday,246,7,21,32,4579,5113,5.98,695,133,8,viral
IG0000305,18,creator,7486,image,Food,Reels Feed,1,22-05-2025,19,Thursday,129,3,5,21,9436,11266,1.4,213,125,6,low
IG0000306,15,creator,8167,reel,Fashion,Home Feed,0,27-03-2025,5,Thursday,116,3,4,19,1989,3009,4.72,776,134,7,high
IG0000307,2,creator,22291,carousel,Fitness,External,0,28-10-2025,7,Tuesday,412,15,12,67,11023,15900,3.18,3,117,8,medium
IG0000308,10,brand,4542,image,Music,Reels Feed,0,12-05-2025,3,Monday,100,4,3,10,2187,2412,4.85,129,108,2,high
IG0000309,2,creator,22291,carousel,Technology,Hashtags,1,30-11-2024,22,Saturday,589,17,29,89,23192,30054,2.41,422,124,15,low
IG0000310,17,creator,15923,image,Fashion,External,0,24-07-2025,13,Thursday,28,0,0,5,1379,1870,1.76,130,116,9,low
IG0000311,8,creator,15986,image,Food,Explore,0,07-02-2025,18,Friday,13,0,1,1,1129,1732,0.87,765,119,9,low
IG0000312,1,brand,9461,image,Travel,Home Feed,0,22-10-2025,8,Wednesday,107,5,5,20,6324,9965,1.37,80,106,5,low
IG0000313,9,creator,6916,image,Comedy,Explore,1,16-04-2025,12,Wednesday,84,2,5,13,6380,9084,1.14,779,116,8,low
IG0000314,11,creator,9044,carousel,Photography,Profile,0,19-11-2024,11,Tuesday,70,3,3,14,2141,3066,2.94,237,103,6,medium
IG0000315,16,creator,9696,image,Lifestyle,Home Feed,0,09-05-2025,1,Friday,79,3,8,16,2862,3992,2.66,175,122,3,medium
IG0000316,7,brand,3551,reel,Photography,Explore,0,01-01-2025,5,Wednesday,171,10,16,26,2631,3631,6.14,520,108,5,viral
IG0000317,10,brand,4542,reel,Food,Profile,0,14-02-2025,20,Friday,791,21,32,121,18037,21353,4.52,168,122,3,high
IG0000318,3,creator,10018,image,Beauty,Hashtags,1,23-11-2024,19,Saturday,24,3,1,8,1606,2549,1.41,657,112,9,low
IG0000319,18,brand,7486,carousel,Beauty,Hashtags,0,22-09-2025,17,Monday,462,10,20,71,9042,12419,4.53,493,136,9,high
IG0000320,13,brand,5824,image,Travel,Hashtags,1,19-10-2025,8,Sunday,231,10,16,39,6335,8296,3.57,69,116,7,medium
IG0000321,7,brand,3551,image,Lifestyle,Reels Feed,0,05-11-2025,14,Wednesday,593,17,37,0,7842,10830,5.97,922,130,7,viral
IG0000322,4,brand,4972,carousel,Technology,Profile,0,02-10-2025,20,Thursday,302,7,11,47,11636,17868,2.05,869,112,9,low
IG0000323,13,creator,5824,carousel,Travel,Hashtags,1,13-08-2025,0,Wednesday,108,2,7,16,4413,6679,1.99,672,112,5,low
IG0000324,20,brand,31095,image,Photography,Home Feed,1,12-02-2025,20,Wednesday,325,9,11,45,8998,11728,3.33,207,120,4,medium
IG0000325,1,creator,9461,image,Travel,Explore,0,05-05-2025,6,Monday,261,8,15,39,5285,7502,4.31,398,142,6,high
IG0000326,8,creator,15986,image,Photography,Reels Feed,0,03-09-2025,2,Wednesday,225,2,12,28,3208,4197,6.36,619,123,10,viral
IG0000327,14,creator,3083,image,Fashion,Hashtags,0,20-07-2025,22,Sunday,73,0,3,8,4195,6253,1.34,0,117,5,low
IG0000328,16,creator,9696,reel,Beauty,Profile,0,08-05-2025,21,Thursday,308,15,20,43,3979,5939,6.5,329,156,16,viral
IG0000329,14,creator,3083,carousel,Fashion,Home Feed,0,04-11-2025,6,Tuesday,679,15,24,108,8946,11869,6.96,487,129,10,viral
IG0000330,12,brand,13798,image,Comedy,Home Feed,0,25-01-2025,12,Saturday,403,7,0,54,9776,14477,3.21,694,117,4,medium
IG0000331,19,creator,3447,reel,Lifestyle,Hashtags,1,19-07-2025,8,Saturday,267,8,12,47,3758,5650,5.91,884,121,4,high
IG0000332,15,creator,8167,reel,Technology,Reels Feed,1,08-09-2025,1,Monday,66,1,2,11,5350,7458,1.07,687,125,6,low
IG0000333,2,creator,22291,carousel,Photography,External,1,09-12-2024,11,Monday,62,4,4,14,2677,3958,2.12,394,129,4,low
IG0000334,2,creator,22291,image,Technology,Home Feed,0,21-10-2025,1,Tuesday,436,11,26,61,7732,9580,5.57,276,124,4,high
IG0000335,19,brand,3447,carousel,Photography,Home Feed,0,21-02-2025,12,Friday,105,3,5,17,8077,9602,1.35,724,116,8,low
IG0000336,17,creator,15923,carousel,Food,Profile,0,22-12-2024,0,Sunday,208,9,14,29,14510,22521,1.15,158,122,7,low
IG0000337,20,creator,31095,image,Travel,External,0,10-05-2025,17,Saturday,204,8,5,30,5152,6465,3.82,199,127,7,medium
IG0000338,10,brand,4542,carousel,Comedy,Home Feed,0,29-09-2025,2,Monday,324,7,17,59,5729,6541,6.22,202,117,9,viral
IG0000339,6,creator,10034,image,Beauty,Home Feed,0,26-12-2024,6,Thursday,380,14,26,54,8329,12251,3.87,235,123,8,high
IG0000340,15,brand,8167,carousel,Photography,Explore,0,05-10-2025,2,Sunday,376,10,11,46,4738,7357,6.02,269,111,11,viral
IG0000341,11,creator,9044,reel,Technology,Explore,0,08-07-2025,14,Tuesday,985,18,43,153,23142,36905,3.25,698,119,11,medium
IG0000342,5,brand,10739,carousel,Comedy,Home Feed,0,29-08-2025,11,Friday,52,0,1,8,1691,2667,2.29,545,132,7,low
IG0000343,1,creator,9461,image,Fitness,Hashtags,0,27-06-2025,10,Friday,297,10,23,39,3854,5388,6.85,179,104,9,viral
IG0000344,8,brand,15986,reel,Fitness,Hashtags,1,27-04-2025,12,Sunday,111,3,3,19,7310,8786,1.55,540,122,10,low
IG0000345,12,creator,13798,image,Fashion,Reels Feed,0,13-10-2025,23,Monday,23,1,3,0,1301,1500,1.8,266,131,10,low
IG0000346,12,creator,13798,image,Beauty,Home Feed,1,29-09-2025,2,Monday,381,9,20,52,10922,16992,2.72,497,120,10,medium
IG0000347,5,brand,10739,image,Food,Reels Feed,0,02-01-2025,17,Thursday,153,5,8,29,7560,9708,2.01,551,113,12,low
IG0000348,7,creator,3551,reel,Technology,Reels Feed,1,12-08-2025,14,Tuesday,119,0,1,24,4150,4982,2.89,802,132,4,medium
IG0000349,4,brand,4972,carousel,Travel,Home Feed,0,10-07-2025,9,Thursday,101,3,7,14,2950,4381,2.85,508,116,6,medium
IG0000350,6,brand,10034,image,Travel,Home Feed,0,13-03-2025,19,Thursday,685,27,27,115,14336,18245,4.68,298,128,6,high
IG0000351,13,creator,5824,carousel,Technology,Profile,0,16-12-2024,3,Monday,188,5,6,33,5270,7690,3.02,968,131,6,medium
IG0000352,20,creator,31095,reel,Lifestyle,Profile,0,13-09-2025,4,Saturday,246,8,14,30,3746,5348,5.57,173,112,11,high
IG0000353,15,brand,8167,carousel,Food,Profile,1,10-07-2025,11,Thursday,223,9,8,30,3177,3757,7.19,726,127,8,viral
IG0000354,3,brand,10018,reel,Comedy,Hashtags,0,12-07-2025,20,Saturday,298,0,8,53,6669,10111,3.55,386,115,5,high
IG0000355,8,creator,15986,reel,Photography,Profile,1,07-04-2025,18,Monday,131,3,4,26,8731,13954,1.18,590,138,12,low
IG0000356,20,creator,31095,image,Lifestyle,External,1,20-11-2024,15,Wednesday,209,10,12,29,3486,4833,5.38,369,110,6,high
IG0000357,16,creator,9696,carousel,Photography,Home Feed,0,29-10-2025,16,Wednesday,119,6,9,23,1880,2470,6.36,422,124,7,viral
IG0000358,13,creator,5824,reel,Photography,Hashtags,0,30-12-2024,7,Monday,1582,46,83,267,20345,25932,7.63,498,117,5,viral
IG0000359,18,creator,7486,carousel,Lifestyle,Hashtags,0,02-07-2025,1,Wednesday,35,1,3,7,1352,1913,2.4,180,116,10,medium
IG0000360,10,brand,4542,carousel,Fashion,Explore,0,21-06-2025,15,Saturday,71,1,5,12,2024,3027,2.94,832,92,6,medium
IG0000361,19,brand,3447,carousel,Fitness,Hashtags,0,29-06-2025,14,Sunday,672,20,22,92,9021,12452,6.47,877,153,6,viral
IG0000362,17,brand,15923,carousel,Photography,Home Feed,0,21-05-2025,10,Wednesday,423,14,13,0,7713,9498,4.74,425,125,11,high
IG0000363,19,creator,3447,image,Lifestyle,Profile,1,19-10-2025,4,Sunday,758,23,42,123,13633,16923,5.59,358,147,6,high
IG0000364,5,creator,10739,image,Lifestyle,External,1,25-03-2025,1,Tuesday,277,2,18,38,3623,4653,7.2,841,129,5,viral
IG0000365,9,brand,6916,image,Music,Hashtags,0,12-10-2025,21,Sunday,321,13,24,47,8587,12845,3.15,733,131,7,medium
IG0000366,12,brand,13798,carousel,Fashion,External,1,26-07-2025,6,Saturday,614,18,38,82,9525,11651,6.45,790,134,6,viral
IG0000367,1,creator,9461,image,Beauty,Hashtags,0,20-09-2025,6,Saturday,122,3,5,21,2596,3807,3.97,748,120,9,medium
IG0000368,1,creator,9461,image,Music,Profile,0,30-09-2025,0,Tuesday,226,11,7,35,12932,20642,1.35,611,105,6,low
IG0000369,15,creator,8167,reel,Music,External,0,03-03-2025,16,Monday,184,7,17,26,4103,6139,3.81,977,110,7,medium
IG0000370,2,creator,22291,reel,Technology,External,0,14-11-2025,23,Friday,278,9,15,36,4556,5489,6.16,608,126,4,viral
IG0000371,16,creator,9696,reel,Fitness,Hashtags,0,20-12-2024,15,Friday,440,16,27,54,8064,12289,4.37,79,146,9,high
IG0000372,8,creator,15986,carousel,Lifestyle,Reels Feed,1,19-11-2024,16,Tuesday,193,5,7,36,9855,13641,1.77,867,122,8,low
IG0000373,13,creator,5824,image,Fitness,Reels Feed,1,05-02-2025,10,Wednesday,321,6,22,38,9955,15752,2.46,30,136,5,low
IG0000374,1,brand,9461,carousel,Food,Reels Feed,0,18-03-2025,13,Tuesday,307,10,20,45,5087,7277,5.25,840,94,13,high
IG0000375,16,creator,9696,image,Technology,Profile,0,15-08-2025,12,Friday,76,5,2,10,1379,1755,5.3,961,121,8,high
IG0000376,7,creator,3551,image,Beauty,Reels Feed,0,11-03-2025,2,Tuesday,432,16,20,62,6349,7212,7.35,447,115,7,viral
IG0000377,5,brand,10739,reel,Fitness,Explore,1,12-12-2024,19,Thursday,279,0,8,38,3750,4137,7.86,300,119,7,viral
IG0000378,3,creator,10018,image,Travel,External,1,16-12-2024,7,Monday,334,8,15,56,5658,6461,6.39,817,102,13,viral
IG0000379,12,brand,13798,carousel,Photography,Explore,0,03-02-2025,11,Monday,171,7,11,20,3866,5724,3.65,827,134,8,medium
IG0000380,16,brand,9696,image,Food,Reels Feed,1,01-04-2025,10,Tuesday,249,8,15,44,4760,5481,5.77,726,131,5,viral
IG0000381,19,brand,3447,image,Fashion,Profile,0,06-01-2025,11,Monday,64,3,0,12,5026,7691,1.03,772,122,9,low
IG0000382,5,creator,10739,image,Beauty,Profile,0,13-08-2025,14,Wednesday,75,2,5,12,4301,5597,1.68,510,120,7,low
IG0000383,14,creator,3083,image,Food,Hashtags,0,23-08-2025,20,Saturday,526,18,31,58,7016,8489,7.46,820,120,4,viral
IG0000384,5,creator,10739,image,Photography,Hashtags,0,13-09-2025,3,Saturday,357,13,12,45,5287,6394,6.68,859,136,8,viral
IG0000385,15,brand,8167,image,Technology,External,0,11-07-2025,9,Friday,374,13,24,64,6028,7780,6.11,974,122,6,viral
